prodcode,productname
57311,Esomeprazole 20mg gastro-resistant capsules (A A H Pharmaceuticals Ltd)
61669,Esomeprazole 40mg gastro-resistant capsules (A A H Pharmaceuticals Ltd)
65142,Esomeprazole 40mg gastro-resistant capsules (Actavis UK Ltd)
70964,Esomeprazole 20mg gastro-resistant capsules (Mylan)
71678,Ventra 40mg gastro-resistant capsules (Ethypharm UK Ltd)
73906,Nexium Control 20mg gastro-resistant capsules (Pfizer Consumer Healthcare Ltd)
36629,Aliskiren 150mg tablets
36909,Aliskiren 300mg tablets
36878,Rasilez 150mg tablets (Noden Pharma DAC)
36879,Rasilez 300mg tablets (Noden Pharma DAC)
1804,Ethinylestradiol 10microgram tablets
5776,Ethinylestradiol 50microgram tablets
7856,Ethinylestradiol 20micrograms Tablet
8565,Ethinylestradiol 1mg tablets
18206,Ethinylestradiol 2microgram tablets
43440,Ethinylestradiol 50microgram tablets (UCB Pharma Ltd)
43533,Ethinylestradiol 10microgram tablets (UCB Pharma Ltd)
67141,Ethinylestradiol 2microgram tablets (UCB Pharma Ltd)
67338,Ethinylestradiol 2microgram capsules
77055,Ethinylestradiol 2micrograms/5ml oral suspension
206,Estraderm TTS 100 patches (Novartis Pharmaceuticals UK Ltd)
986,Estraderm TTS 50 patches (Novartis Pharmaceuticals UK Ltd)
988,Estraderm TTS 25 patches (Novartis Pharmaceuticals UK Ltd)
1488,Evorel -50 50microgram/24hr (3.2mg/unit) Transdermal patch (Janssen-Cilag Ltd)
1489,Evorel -75 75microgram/24 hr(4.8mg/unit) Transdermal patch (Janssen-Cilag Ltd)
1797,Oestrogel 0.06% Gel (Aventis Pharma)
1873,Climaval 1mg tablets (Novartis Pharmaceuticals UK Ltd)
2140,FemSeven 50 patches (Theramex HQ UK Ltd)
2141,Evorel -25 25microgram/24hr (1.6mg/unit) Transdermal patch (Janssen-Cilag Ltd)
2262,Climaval 2mg tablets (Novartis Pharmaceuticals UK Ltd)
2397,Evorel -100 100microgram/24 hr (6.4mg/unit) Transdermal patch (Janssen-Cilag Ltd)
2457,Estradiol valerate 1mg tablets
3040,Estraderm MX 50 patches (Norgine Pharmaceuticals Ltd)
3179,Progynova 1mg tablets (Bayer Plc)
3387,Estraderm MX 25 patches (Norgine Pharmaceuticals Ltd)
3433,Sandrena 0.10% Gel (Organon Laboratories Ltd)
4326,Progynova 2mg tablets (Bayer Plc)
4328,Elleste Solo 1mg tablets (Mylan)
4466,Progynova TS 50microgram/24hr (3.8mg/unit) Transdermal patch (Schering Health Care Ltd)
4467,Progynova TS 100microgram/24 hr (7.6mg/unit) Transdermal patch (Schering Health Care Ltd)
4721,Estradiol 75micrograms/24hr twice weekly patch
4882,Estraderm MX 100 patches (Norgine Pharmaceuticals Ltd)
4909,Elleste Solo 2mg tablets (Mylan)
4956,Estradiol 1mg tablets
4977,Estraderm MX 75 patches (Norgine Pharmaceuticals Ltd)
5005,Estradiol 50micrograms/24hr twice weekly patch
5100,Estradiol 25micrograms/24hr twice weekly patch
5292,Fematrix 40 patches (Abbott Healthcare Products Ltd)
5343,Estradiol 25micrograms/24hr twice weekly patch
5755,Elleste Solo MX 40 transdermal patches (Mylan)
5759,Estradiol 100micrograms/24hr twice weekly patch
6041,Estradiol 0.06% gel (750microgram per actuation)
6059,Estradiol 100micrograms/24hr twice weekly patch
6082,FemSeven 75 patches (Theramex HQ UK Ltd)
6177,FemSeven 100 patches (Theramex HQ UK Ltd)
6538,FemTab 2mg tablets (Merck Serono Ltd)
6563,Estradiol 75micrograms/24hr once weekly patch
6601,Estradiol 25micrograms/24hr twice weekly patch
6622,Zumenon 2mg tablets (Mylan)
6793,Estradiol 40micrograms/24hours transdermal patches
7001,Estradiol valerate 2mg tablets
7242,Estradiol 0.1% gel
7251,FemTab 1mg tablets (Merck Serono Ltd)
7381,Estradiol 2mg tablets
7388,Zumenon 1mg tablets (Mylan)
9047,Fematrix 80 patches (Abbott Healthcare Products Ltd)
9268,Estradiol 50micrograms/24hr twice weekly patch
9649,Elleste Solo MX 80 transdermal patches (Mylan)
9901,Progynova TS 100micrograms/24hours transdermal patches (Bayer Plc)
10052,Progynova TS 50micrograms/24hours transdermal patches (Bayer Plc)
10076,Estradot 75micrograms/24hours patches (Novartis Pharmaceuticals UK Ltd)
10096,Estradot 100micrograms/24hours patches (Novartis Pharmaceuticals UK Ltd)
10126,Estradot 25micrograms/24hours patches (Novartis Pharmaceuticals UK Ltd)
10180,Estradot 50micrograms/24hours patches (Novartis Pharmaceuticals UK Ltd)
10946,Menorest 50 patches (Novartis Pharmaceuticals UK Ltd)
10967,Menorest 37.5 patches (Novartis Pharmaceuticals UK Ltd)
11375,Estradiol 50micrograms/24hr once weekly patch
11430,Estradiol 25micrograms/24hr once weekly patch
11672,Estradiol 25micrograms/24hr twice weekly patch
11882,Estradiol 50micrograms/24hr twice weekly patch
12773,Estradiol 100micrograms/24hr twice weekly patch
13582,Menorest 75 patches (Novartis Pharmaceuticals UK Ltd)
14234,Estradiol 37.5micrograms/24hours transdermal patches
14580,Dermestril 25 patches (Kyowa Kirin Ltd)
14792,Estradiol 50micrograms/24hr twice weekly patch
15100,Estradiol 37.5micrograms/24hr twice weekly patch
15194,Dermestril 100 patches (Kyowa Kirin Ltd)
15298,Estradiol 25micrograms/24hr twice weekly patch
15328,Estradiol 25micrograms/24hr twice weekly patch
15869,Dermestril 50 patches (Kyowa Kirin Ltd)
15880,Dermestril - Septem 75 patches (Kyowa Kirin Ltd)
16437,Estradiol 100micrograms/24hr once weekly patch
18009,Estradiol 50micrograms/24hr once weekly patch
18218,Estradiol 100micrograms/24hr twice weekly patch
18383,Estradiol 80micrograms/24hours transdermal patches
18437,Estradiol 75micrograms/24hr twice weekly patch
18502,Estradiol 75micrograms/24hr twice weekly patch
18600,Estradiol 75micrograms/24hr twice weekly patch
18901,Estradiol 50micrograms/24hr twice weekly patch
19145,Estradiol 50micrograms/24hr twice weekly patch
19487,Estradot 37.5micrograms/24hours patches (Novartis Pharmaceuticals UK Ltd)
20135,Estradiol 75micrograms/24hr twice weekly patch
20155,Estradiol 50micrograms/24hr once weekly patch
20888,Adgyn Estro 2mg tablets (Kyowa Kirin Ltd)
20895,Dermestril - Septem 50 patches (Kyowa Kirin Ltd)
22335,Estradiol 100micrograms/24hr once weekly patch
26049,Estradiol 100micrograms/24hr twice weekly patch
32930,Dermestril septem 25microgram/24hr Transdermal patch (Strakan Ltd)
35091,Oestrogel Pump-Pack 0.06% gel (Besins Healthcare (UK) Ltd)
35742,Estradiol 100micrograms/24hr once weekly patch
35958,Bedol 2mg tablets (ReSource Medical UK Ltd)
37033,Estradiol 75micrograms/24hours transdermal patches
37037,Estradiol 100micrograms/24hours transdermal patches
37692,Estradiol 25micrograms/24hours transdermal patches
37697,Estradiol 50micrograms/24hours transdermal patches
38932,Evorel 50 patches (Janssen-Cilag Ltd)
38935,Evorel 25 patches (Janssen-Cilag Ltd)
38940,Evorel 75 patches (Janssen-Cilag Ltd)
38965,Evorel 100 patches (Janssen-Cilag Ltd)
40606,Sandrena 500microgram gel sachets (Orion Pharma (UK) Ltd)
40643,Sandrena 1mg gel sachets (Orion Pharma (UK) Ltd)
42515,Estradiol 40micrograms/24 hourspatch
49694,Estraderm TTS 25 patches (DE Pharmaceuticals)
51201,Estradot 50micrograms/24hours patches (Necessity Supplies Ltd)
51546,Climaval 2mg tablets (Lexon (UK) Ltd)
51978,Estraderm MX 25 patches (Stephar (U.K.) Ltd)
52174,Estradot 50micrograms/24hours patches (Sigma Pharmaceuticals Plc)
52480,Estraderm MX 25 patches (Lexon (UK) Ltd)
52813,Nuvelle TS Phase I patches (Bayer Plc)
54425,Oestrogel Pump-Pack 0.06% gel (DE Pharmaceuticals)
56468,Oestrogel Pump-Pack 0.06% gel (Waymade Healthcare Plc)
57514,Estraderm TTS 50 patches (Waymade Healthcare Plc)
57548,Oestrogel Pump-Pack 0.06% gel (Sigma Pharmaceuticals Plc)
57562,Sandrena 1mg gel sachets (Waymade Healthcare Plc)
57590,Progynova TS 50 patches (Dowelhurst Ltd)
60637,Climaval 1mg tablets (Lexon (UK) Ltd)
64735,Estradot 50micrograms/24hours patches (Waymade Healthcare Plc)
66575,Evorel 50 patches (Lexon (UK) Ltd)
67659,Estradiol valerate 2mg tablets (DE Pharmaceuticals)
67666,Elleste Solo 2mg tablets (Mawdsley-Brooks & Company Ltd)
67806,Estraderm TTS 50 patches (Sigma Pharmaceuticals Plc)
71551,FemSeven 50 patches (Lexon (UK) Ltd)
73574,Oestrogel Pump-Pack 0.06% gel (Stephar (U.K.) Ltd)
74585,Evorel 50 patches (DE Pharmaceuticals)
74811,Evorel 50 patches (Dowelhurst Ltd)
74840,Estraderm MX 50 patches (Waymade Healthcare Plc)
74841,Evorel 75 patches (Dowelhurst Ltd)
74861,Evorel 100 patches (Waymade Healthcare Plc)
76443,Sandrena 1mg gel sachets (Mawdsley-Brooks & Company Ltd)
76978,Estraderm MX 25 patches (Waymade Healthcare Plc)
77005,FemSeven 50 patches (Waymade Healthcare Plc)
77086,Oestrogel Pump-Pack 0.06% gel (Lexon (UK) Ltd)
77452,Estraderm TTS 50 patches (Dowelhurst Ltd)
77657,Evorel 50 patches (Waymade Healthcare Plc)
77967,Estradiol valerate 1mg tablets (Mylan)
77979,FemSeven 75 patches (Mawdsley-Brooks & Company Ltd)
79064,Progynova TS 25 25microgram/24hr (2mg/unit) Transdermal patch (Schering Health Care Ltd)
79899,Progynova 1mg tablets (Sigma Pharmaceuticals Plc)
8465,Ovestin 1mg tablets (Organon Laboratories Ltd)
10593,Estriol 1mg tablets
18311,Estriol 250micrograms tablets
74265,Ovestin 250microgram Tablet (Organon Laboratories Ltd)
6603,Estradiol with estrone and estriol tablets
1922,Hormonin Tablet (Shire Pharmaceuticals Ltd)
39622,Hormonin tablets (Advanz Pharma)
71112,Generic Hormonin tablets
774,Premarin 1.25mg tablets (Pfizer Ltd)
1331,Premarin 0.625mg tablets (Pfizer Ltd)
3423,Conjugated oestrogens 625microgram tablets
3960,Conjugated oestrogens 1.25mg tablets
35198,Premarin 0.3mg tablets (Pfizer Ltd)
35718,Conjugated oestrogens 300microgram tablets
76528,Premarin 0.625mg tablets (Mawdsley-Brooks & Company Ltd)
77249,Premarin 0.625mg tablets (Necessity Supplies Ltd)
339,Premique 0.625mg/5mg tablets (Pfizer Ltd)
6492,Premique Low Dose 0.3mg/1.5mg modified-release tablets (Pfizer Ltd)
11859,Conjugated oestrogens 625microgram / Medroxyprogesterone 5mg tablets
11934,Conjugated oestrogens 300microgram / Medroxyprogesterone 1.5mg modified-release tablets
19429,Conjugat oestrogen equi and (conjugat oestrogen equi with medroxyprogesterone acetate 625 micrograms with (625 microgram with 10 mg)
34174,Conjugated oestrogens equine with medroxyprogesterone acetate 625micrograms with 10mg tablets
52101,Premique 0.625mg/5mg tablets (Lexon (UK) Ltd)
60932,Premique 0.625mg/5mg tablets (Waymade Healthcare Plc)
67764,Premique 0.625mg/5mg tablets (Sigma Pharmaceuticals Plc)
1160,Prempak-C 0.625mg/0.15mg tablets (Pfizer Ltd)
1161,Prempak-C 1.25mg/0.15mg tablets (Pfizer Ltd)
1760,Prempak 0.625 Tablet (Wyeth Pharmaceuticals)
9224,Norgestrel and conjugated oestrogens (equine) 150micrograms + 625micrograms Tablet
9235,Norgestrel and conjugated oestrogens (equine) 150micrograms + 1.25mg Tablet
12970,Conjugated oestrogens 1.25mg tablets and Norgestrel 150microgram tablets
22741,Conjugated oestrogens 625microgram tablets and Norgestrel 150microgram tablets
34749,Prempak 1.25 Tablet (Wyeth Pharmaceuticals)
67236,Prempak-C 0.625mg/0.15mg tablets (Sigma Pharmaceuticals Plc)
76943,Prempak-C 0.625mg/0.15mg tablets (Waymade Healthcare Plc)
8777,Dienestrol 1mg tablets
29573,Dienestrol 5mg tablets
256,Tibolone 2.5mg tablets
2209,Livial 2.5mg tablets (Merck Sharp & Dohme Ltd)
57615,Livial 2.5mg tablets (Waymade Healthcare Plc)
67240,Livial 2.5mg tablets (Mawdsley-Brooks & Company Ltd)
75208,Tibolone 2.5mg tablets (A A H Pharmaceuticals Ltd)
78800,Tibolone 2.5mg tablets (Alliance Healthcare (Distribution) Ltd)
390,Climagest 1mg tablets (Novartis Pharmaceuticals UK Ltd)
1183,Estracombi TTS patches (Novartis Pharmaceuticals UK Ltd)
1268,Kliofem tablets (Novo Nordisk Ltd)
2111,Climagest 2mg tablets (Novartis Pharmaceuticals UK Ltd)
2115,Kliovance tablets (Novo Nordisk Ltd)
2208,Trisequens tablets (Novo Nordisk Ltd)
2452,Trisequens Forte tablets (Novo Nordisk Ltd)
2729,Evorel Conti patches (Janssen-Cilag Ltd)
2766,Climesse tablets (Novartis Pharmaceuticals UK Ltd)
3002,Elleste Duet 1mg tablets (Mylan)
4207,Elleste Duet 2mg tablets (Mylan)
4244,Evorel Sequi patches (Janssen-Cilag Ltd)
4393,Elleste Duet Conti tablets (Mylan)
5012,Estradiol 2mg / Norethisterone acetate 1mg tablets
6030,Nuvelle Continuous tablets (Bayer Plc)
8162,Estradiol with norethisterone 0mcg/24hours(3.2mg/unit) with 1mg patch with tablet
9234,Evorel sequi 50microgram/24hr (3.2mg/unit) Transdermal patch (Janssen-Cilag Ltd)
9413,Estradiol valerate and (estradiol valerate with norethisterone) 1mg with (1mg with 1mg) tablets
9976,Estradiol with (estradiol with norethisterone acetate) 50mcg/24 hr with (50mcg+250mcg/24 hr) twice weekly patch
12713,Estradiol valerate and (estradiol valerate with norethisterone) 2mg with (2mg with 1 mg) tablets
12788,Estradiol 1mg / Norethisterone acetate 500microgram tablets
12807,Estradiol with norethisterone acetate ( continuous combined) 2mg with 0.7mg tablets
13146,Novofem tablets (Novo Nordisk Ltd)
13990,Estradiol with norethisterone acetate 50mcg/24hours(4mg/unit) with 1mg patch with tablet
14027,Estradiol with (estradiol with norethisterone acetate) 1mg with (1mg with 1mg) tablets
14569,Estradiol and (estradiol with norethisterone) and (estradiol) 2mg with (2mg with 1mg) tablets
14596,Estradiol and (estradiol with norethisterone) and (estradiol) triphasic forte 4mg with (4mg with 1mg) with (1mg) tablets
14812,Estradiol with (estradiol with norethisterone acetate) 50mcg/24 hr with (50mcg+170mcg/24 hr) twice weekly patch
14950,Estradiol 50micrograms/24hours / Norethisterone 170micrograms/24hours transdermal patches
16443,FemTab Continuous tablets (Merck Serono Ltd)
16997,Estradiol with (estradiol with norethisterone acetate) 2mg with (2mg with 1 mg) tablets
24764,Estradiol and (estradiol with norethisterone) 2mg with (2mg with 1mg) tablets
24917,Estradiol valerate 2mg / Norethisterone 700microgram tablets
28230,Clinorette tablets (ReSource Medical UK Ltd)
41390,Estradiol with (estradiol with norethisterone acetate) twice weekly patch
50200,Climagest 1mg tablets (Sigma Pharmaceuticals Plc)
51688,Evorel Conti patches (Lexon (UK) Ltd)
52441,Evorel Conti patches (DE Pharmaceuticals)
56056,Generic Elleste Duet 1mg tablets
56480,Evorel Conti patches (Waymade Healthcare Plc)
58035,Generic Elleste Duet 2mg tablets
58575,Generic Climagest 1mg tablets
64580,Elleste Duet Conti tablets (Mawdsley-Brooks & Company Ltd)
64995,Climesse tablets (Lexon (UK) Ltd)
65009,Generic Trisequens tablets
66404,Climagest 1mg tablets (Waymade Healthcare Plc)
66434,Generic Evorel Sequi transdermal patches
67533,Estracombi TTS patches (DE Pharmaceuticals)
69377,Evorel Sequi patches (Lexon (UK) Ltd)
72036,Evorel Sequi patches (DE Pharmaceuticals)
74583,Generic Climagest 2mg tablets
77052,Generic Clinorette tablets
77818,Generic Novofem tablets
1774,Menophase Tablet (Pharmacia Ltd)
28811,Mestranol with norethisterone Tablet
18530,Estradiol valerate and (estradiol valerate with norgestrel) 2mg with (2mg with 500micrograms) tablets
54456,Estradiol valerate with norgestrel 2mg+500micrograms tablets
3036,Cyclo-Progynova 2mg tablets (Mylan)
6545,FemSeven Conti patches (Theramex HQ UK Ltd)
9905,FemSeven Sequi patches (Theramex HQ UK Ltd)
11297,Estradiol valerate and (estradiol valerate with levonorgestrel) 2mg with (2mg with 75micrograms) tablets
11642,Estradiol valerate and (estradiol valerate with levonorgestrel) 1mg with (1mg with 250micrograms) tablets
13945,Estradiol and (estradiol with levonorgestrel) 80mcg/24hrs with (50mcg+20mcg/24hr) twice weekly patch
19974,Estradiol 50micrograms/24hours / Levonorgestrel 7micrograms/24hours transdermal patches
19986,Estradiol and (estradiol with levonorgestrel) 50mcg/24hrs with (50mcg+10mcg/24hrs) once weekly patch
49757,FemSeven Conti patches (Lexon (UK) Ltd)
67760,Generic Cyclo-Progynova 2mg tablets
77331,Estradiol valerate with levonorgestrel 2mg with 75micrograms tablets
1568,Tridestra tablets (Orion Pharma (UK) Ltd)
6861,Indivina 1mg/5mg tablets (Orion Pharma (UK) Ltd)
7175,Indivina 1mg/2.5mg tablets (Orion Pharma (UK) Ltd)
9671,Indivina 2mg/5mg tablets (Orion Pharma (UK) Ltd)
12661,Estradiol valerate with medroxyprogesterone acetate tablets
16367,Estradiol valerate 1mg / Medroxyprogesterone 2.5mg tablets
16392,Estradiol valerate 2mg / Medroxyprogesterone 5mg tablets
18167,Estradiol valerate and (estradiol valerate with medroxyprogesterone acetate) with placebo 2mg with (2mg with 20mg) with 7 placebo tablets
19432,Estradiol valerate 1mg / Medroxyprogesterone 5mg tablets
62530,Generic Tridestra tablets
67635,Indivina 1mg/5mg tablets (Lexon (UK) Ltd)
17293,Improvera 1.5mg+10mg Tablet (Pharmacia Ltd)
32248,Piperazine oestrone sulphate 1.5mg with medroxyprogesterone 10mg tablet
3131,Femapak 40 (Abbott Healthcare Products Ltd)
3530,Femoston 1/10mg tablets (Mylan)
3553,Femoston 2/10mg tablets (Mylan)
9684,Femapak 80 (Abbott Healthcare Products Ltd)
22372,Estradiol 80micrograms/24hours transdermal patches and Dydrogesterone 10mg tablets
23152,Estradiol 40micrograms/24hours transdermal patches and Dydrogesterone 10mg tablets
56081,Generic Femoston 1/10mg tablets
58516,Generic Femoston 2/10mg tablets
65810,Femoston 2/10mg tablets (Sigma Pharmaceuticals Plc)
67774,Femoston 2/10mg tablets (Mawdsley-Brooks & Company Ltd)
5195,Femoston-conti 1mg/5mg tablets (Mylan)
12953,Estradiol 1mg / Dydrogesterone 5mg tablets
49985,Femoston-conti 0.5mg/2.5mg tablets (Mylan)
52306,Femoston-conti 1mg/5mg tablets (Stephar (U.K.) Ltd)
55551,Estradiol 500micrograms / Dydrogesterone 2.5mg tablets
63654,Estradiol with dydrogesterone 1mg +10mg tablets
69143,Femoston-conti 1mg/5mg tablets (Mawdsley-Brooks & Company Ltd)
74885,Femoston-conti 1mg/5mg tablets (DE Pharmaceuticals)
76820,Femoston-conti 1mg/5mg tablets (Lexon (UK) Ltd)
11157,Estradiol and (estradiol with dydrogesterone) 1mg with (1mg with 10mg) tablets
11363,Estradiol and (estradiol with dydrogesterone) 2mg with (2mg with 20mg) tablets
11511,Estradiol and (estradiol with dydrogesterone) 2mg with (2mg with 10 mg) tablets
12907,Estradiol and (estradiol with dydrogesterone) tablets 1mg with 5mg
16493,Angeliq 1mg/2mg tablets (Bayer Plc)
22975,Estradiol 1mg / Drospirenone 2mg tablets
13501,Dindevan 50mg Tablet (Goldshield Pharmaceuticals Ltd)
13502,Dindevan 10mg Tablet (Goldshield Pharmaceuticals Ltd)
13503,Phenindione 50mg tablets
13504,Phenindione 25mg tablets
13505,Phenindione 10mg tablets
13644,Dindevan 25mg Tablet (Goldshield Pharmaceuticals Ltd)
46924,Phenindione 10mg tablets (Advanz Pharma)
70831,Phenindione 50mg tablets (Advanz Pharma)
78163,Phenindione 25mg tablets (Advanz Pharma)
45,Warfarin 1mg tablets
61,Warfarin 3mg tablets
833,Warfarin 3mg/5ml oral solution
1781,Warfarin 5mg tablets
6262,Warfarin 500microgram tablets
8466,Marevan 1mg tablets (Advanz Pharma)
8467,Marevan 3mg tablets (Advanz Pharma)
10560,WARFARIN 10 MG TAB
13348,Marevan 5mg tablets (Advanz Pharma)
17965,Marevan 500microgram tablets (Advanz Pharma)
20754,WARFARIN
23078,Warfarin 1mg Tablet (WB Pharmaceuticals Ltd)
30202,Warfarin wbp 1mg Tablet (Boehringer Ingelheim Ltd)
30203,Warfarin wbp 3mg Tablet (Boehringer Ingelheim Ltd)
31511,Warfarin 3mg Tablet (WB Pharmaceuticals Ltd)
31937,Warfarin 5mg tablets (Teva UK Ltd)
33711,Warfarin 5mg Tablet (WB Pharmaceuticals Ltd)
34019,Warfarin 1mg tablets (IVAX Pharmaceuticals UK Ltd)
34086,Warfarin 3mg Tablet (Celltech Pharma Europe Ltd)
34087,Warfarin 1mg Tablet (Celltech Pharma Europe Ltd)
34088,Warfarin 5mg Tablet (Celltech Pharma Europe Ltd)
34095,Warfarin wbp 5mg Tablet (Boehringer Ingelheim Ltd)
34299,Warfarin 1mg tablets (Teva UK Ltd)
34416,Warfarin 1mg tablets (Kent Pharmaceuticals Ltd)
34417,Warfarin 3mg tablets (Teva UK Ltd)
34418,Warfarin 5mg tablets (Mylan)
34517,Warfarin 1mg tablets (Mylan)
34526,Warfarin 3mg tablets (Mylan)
34576,Warfarin 1mg Tablet (Lagap)
34691,Warfarin 5mg Tablet (Regent Laboratories Ltd)
34758,Warfarin 3mg tablets (IVAX Pharmaceuticals UK Ltd)
34864,Warfarin 5mg tablets (IVAX Pharmaceuticals UK Ltd)
34918,Warfarin 5mg tablets (Actavis UK Ltd)
36099,Warfarin 1mg/5ml oral suspension
